 year |               team                |             opponent              |  w  |  d  |  l  |  n   
 2018 | Colombian Primera A               | Brazilian Serie A                 |   2 |   5 |   2 |    9
 2018 | Colombian Primera A               | Chilean Primera Division          |   1 |   1 |   0 |    2
 2018 | Colombian Primera A               | Colombian Primera A               | 325 | 254 | 325 |  904
 2018 | Colombian Primera A               | Ecuadoran Primera A               |   3 |   1 |   2 |    6
 2018 | Colombian Primera A               | Paraguayan Primera Division       |   4 |   2 |   2 |    8
 2018 | Colombian Primera A               | Peruvian Primera Profesional      |   2 |   0 |   0 |    2
 2018 | Colombian Primera A               | Uruguayan Primera Division        |   3 |   1 |   2 |    6
 2018 | Colombian Primera A               | Venezuelan Primera Profesional    |   1 |   1 |   0 |    2
 2018 | Danish SAS-Ligaen                 | Danish SAS-Ligaen                 |  24 |  20 |  24 |   68
 2018 | Dutch Eredivisie                  | Austrian Bundesliga               |   2 |   0 |   0 |    2
 2018 | Dutch Eredivisie                  | Brazilian Serie A                 |   0 |   2 |   0 |    2
 2018 | Dutch Eredivisie                  | Dutch Eredivisie                  | 263 | 126 | 263 |  652
 2018 | Dutch Eredivisie                  | English League One                |   0 |   0 |   1 |    1
 2018 | Dutch Eredivisie                  | English Premier League            |   1 |   2 |   2 |    5
 2018 | Dutch Eredivisie                  | German 2. Bundesliga              |   0 |   1 |   0 |    1
 2018 | Dutch Eredivisie                  | German Bundesliga                 |   0 |   3 |   2 |    5
 2018 | Dutch Eredivisie                  | Italian Serie A                   |   1 |   2 |   1 |    4
 2018 | Dutch Eredivisie                  | Portuguese Liga                   |   1 |   1 |   0 |    2
 2018 | Dutch Eredivisie                  | Spanish Primera División          |   3 |   0 |   3 |    6
 2018 | Dutch Eredivisie                  | Swiss Super League                |   2 |   1 |   3 |    6
 2018 | Dutch Eredivisie                  | Turkish Super Lig                 |   1 |   2 |   1 |    4
 2018 | Ecuadoran Primera A               | Argentine Superliga               |   1 |   2 |   3 |    6
 2018 | Ecuadoran Primera A               | Bolivian Liga Profesional         |   2 |   4 |   2 |    8
 2018 | Ecuadoran Primera A               | Brazilian Serie A                 |   2 |   0 |   5 |    7
 2018 | Ecuadoran Primera A               | Chilean Primera Division          |   1 |   0 |   1 |    2
 2018 | Ecuadoran Primera A               | Colombian Primera A               |   2 |   1 |   3 |    6
 2018 | Ecuadoran Primera A               | Ecuadoran Primera A               | 195 | 142 | 195 |  532
 2018 | Ecuadoran Primera A               | Paraguayan Primera Division       |   5 |   4 |  13 |   22
 2018 | Ecuadoran Primera A               | Venezuelan Primera Profesional    |   0 |   2 |   0 |    2
 2018 | English League Championship       | English League Championship       | 406 | 328 | 406 | 1142
 2018 | English League Championship       | English League One                |  18 |   5 |   9 |   32
 2018 | English League Championship       | English League Two                |   9 |   5 |   3 |   17
 2018 | English League Championship       | English Premier League            |  11 |  12 |  27 |   50
 2018 | English League Championship       | Italian Serie A                   |   0 |   1 |   0 |    1
 2018 | English League Championship       | Scottish Premiership              |   0 |   0 |   1 |    1
 2018 | English League Championship       | Spanish Primera División          |   0 |   0 |   1 |    1
 2018 | English League Championship       | Turkish Super Lig                 |   0 |   1 |   0 |    1
 2018 | English League One                | Dutch Eredivisie                  |   1 |   0 |   0 |    1
 2018 | English League One                | English League Championship       |   9 |   5 |  18 |   32
 2018 | English League One                | English League One                | 436 | 308 | 436 | 1180
 2018 | English League One                | English League Two                |  37 |  15 |  16 |   68
 2018 | English League One                | English Premier League            |   5 |   2 |  13 |   20
 2018 | English League Two                | English League Championship       |   3 |   5 |   9 |   17
 2018 | English League Two                | English League One                |  16 |  15 |  37 |   68
 2018 | English League Two                | English League Two                | 421 | 310 | 421 | 1152
 2018 | English League Two                | English Premier League            |   2 |   2 |  13 |   17
 2018 | English Premier League            | Australian A-League               |   1 |   0 |   0 |    1
 2018 | English Premier League            | Dutch Eredivisie                  |   2 |   2 |   1 |    5
 2018 | English Premier League            | English League Championship       |  27 |  12 |  11 |   50
 2018 | English Premier League            | English League One                |  13 |   2 |   5 |   20
 2018 | English Premier League            | English League Two                |  13 |   2 |   2 |   17
 2018 | English Premier League            | English Premier League            | 336 | 156 | 336 |  828
 2018 | English Premier League            | French Ligue 1                    |  11 |   3 |   6 |   20
 2018 | English Premier League            | German 2. Bundesliga              |   0 |   3 |   0 |    3
 2018 | English Premier League            | German Bundesliga                 |   9 |   5 |   6 |   20
 2018 | English Premier League            | Irish Premier Division            |   2 |   0 |   0 |    2
 2018 | English Premier League            | Italian Serie A                   |  11 |   3 |   5 |   19
 2018 | English Premier League            | Major League Soccer               |   0 |   1 |   0 |    1
 2018 | English Premier League            | Mexican Liga BBVA MX              |   0 |   1 |   0 |    1
 2018 | English Premier League            | Portuguese Liga                   |   3 |   2 |   1 |    6
 2018 | English Premier League            | Scottish Premiership              |   1 |   1 |   0 |    2
 2018 | English Premier League            | Spanish Primera División          |   6 |   7 |  11 |   24
 2018 | English Premier League            | Swedish Allsvenskanliga           |   2 |   0 |   0 |    2
 2018 | English Premier League            | Swiss Super League                |   4 |   2 |   0 |    6
 2018 | English Premier League            | Turkish Super Lig                 |   1 |   1 |   1 |    3
 2018 | French Ligue 1                    | English Premier League            |   6 |   3 |  11 |   20
 2018 | French Ligue 1                    | French Ligue 1                    | 291 | 238 | 291 |  820
 2018 | French Ligue 1                    | French Ligue 2                    |  11 |   2 |   4 |   17
 2018 | French Ligue 1                    | German 2. Bundesliga              |   0 |   0 |   1 |    1
 2018 | French Ligue 1                    | German Bundesliga                 |   1 |   3 |   5 |    9
 2018 | French Ligue 1                    | Italian Serie A                   |   0 |   2 |   3 |    5
 2018 | French Ligue 1                    | Portuguese Liga                   |   1 |   0 |   0 |    1
 2018 | French Ligue 1                    | Russian Premier League            |   0 |   1 |   1 |    2
 2018 | French Ligue 1                    | Spanish Primera División          |   2 |   4 |   4 |   10
 2018 | French Ligue 1                    | United States NWSL Women's League |   0 |   0 |   2 |    2
 2018 | French Ligue 2                    | French Ligue 1                    |   4 |   2 |  11 |   17
 2018 | French Ligue 2                    | French Ligue 2                    | 196 | 180 | 196 |  572
 2018 | German 2. Bundesliga              | Dutch Eredivisie                  |   0 |   1 |   0 |    1
 2018 | German 2. Bundesliga              | English Premier League            |   0 |   3 |   0 |    3
 2018 | German 2. Bundesliga              | French Ligue 1                    |   1 |   0 |   0 |    1
 2018 | German 2. Bundesliga              | German 2. Bundesliga              | 224 | 176 | 224 |  624
 2018 | German 2. Bundesliga              | German Bundesliga                 |   5 |   3 |   8 |   16
 2018 | German Bundesliga                 | Austrian Bundesliga               |   1 |   0 |   2 |    3
 2018 | German Bundesliga                 | Belgian First Division A          |   1 |   0 |   0 |    1
 2018 | German Bundesliga                 | Dutch Eredivisie                  |   2 |   3 |   0 |    5
 2018 | German Bundesliga                 | English Premier League            |   6 |   5 |   9 |   20
 2018 | German Bundesliga                 | French Ligue 1                    |   5 |   3 |   1 |    9
 2018 | German Bundesliga                 | German 2. Bundesliga              |   8 |   3 |   5 |   16
 2018 | German Bundesliga                 | German Bundesliga                 | 246 | 148 | 246 |  640
 2018 | German Bundesliga                 | Italian Serie A                   |   6 |   1 |   2 |    9
 2018 | German Bundesliga                 | Major League Soccer               |   1 |   1 |   0 |    2
 2018 | German Bundesliga                 | Portuguese Liga                   |   3 |   2 |   2 |    7
 2018 | German Bundesliga                 | Russian Premier League            |   2 |   2 |   0 |    4
 2018 | German Bundesliga                 | Scottish Premiership              |   1 |   0 |   1 |    2
 2018 | German Bundesliga                 | Spanish Primera División          |   4 |   1 |   3 |    8
 2018 | German Bundesliga                 | Swedish Allsvenskanliga           |   1 |   1 |   0 |    2
 2018 | German Bundesliga                 | Swiss Super League                |   1 |   0 |   1 |    2
 2018 | German Bundesliga                 | Turkish Super Lig                 |   1 |   1 |   0 |    2
 2018 | Indonesian Super League           | Indonesian Super League           |  69 |  42 |  69 |  180
 2018 | Irish Premier Division            | English Premier League            |   0 |   0 |   2 |    2
 2018 | Irish Premier Division            | Irish Premier Division            | 121 |  46 | 121 |  288
 2018 | Irish Premier Division            | Scottish Premiership              |   1 |   0 |   0 |    1
 2018 | Irish Premier Division            | Swedish Allsvenskanliga           |   0 |   1 |   1 |    2
 2018 | Italian Serie A                   | Austrian Bundesliga               |   3 |   0 |   1 |    4
 2018 | Italian Serie A                   | Dutch Eredivisie                  |   1 |   2 |   1 |    4
 2018 | Italian Serie A                   | English League Championship       |   0 |   1 |   0 |    1
 2018 | Italian Serie A                   | English Premier League            |   5 |   3 |  11 |   19
 2018 | Italian Serie A                   | French Ligue 1                    |   3 |   2 |   0 |    5
 2018 | Italian Serie A                   | German Bundesliga                 |   2 |   1 |   6 |    9
 2018 | Italian Serie A                   | Italian Serie A                   | 289 | 222 | 289 |  800
 2018 | Italian Serie A                   | Italian Serie B                   |   8 |   0 |   3 |   11
 2018 | Italian Serie A                   | Portuguese Liga                   |   1 |   1 |   1 |    3
 2018 | Italian Serie A                   | Russian Premier League            |   2 |   1 |   0 |    3
 2018 | Italian Serie A                   | Spanish Primera División          |   6 |   2 |  11 |   19
 2018 | Italian Serie A                   | Swiss Super League                |   4 |   0 |   2 |    6
 2018 | Italian Serie A                   | Turkish Super Lig                 |   0 |   1 |   1 |    2
 2018 | Italian Serie B                   | Italian Serie A                   |   3 |   0 |   8 |   11
 2018 | Italian Serie B                   | Italian Serie B                   | 216 | 198 | 216 |  632
 2018 | Japanese J1 League                | Argentine Superliga               |   0 |   0 |   1 |    1
 2018 | Japanese J1 League                | Australian A-League               |   1 |   2 |   1 |    4
 2018 | Japanese J1 League                | Chinese Super League              |   0 |   2 |   0 |    2
 2018 | Japanese J1 League                | Japanese J1 League                | 209 | 126 | 209 |  544
 2018 | Japanese J1 League                | Mexican Liga BBVA MX              |   1 |   0 |   0 |    1
 2018 | Japanese J1 League                | Spanish Primera División          |   0 |   0 |   1 |    1
 2018 | Japanese J1 League                | Thai Premier League               |   0 |   1 |   1 |    2
 2018 | Major League Soccer               | English Premier League            |   0 |   1 |   0 |    1
 2018 | Major League Soccer               | German Bundesliga                 |   0 |   1 |   1 |    2
 2018 | Major League Soccer               | Major League Soccer               | 336 | 180 | 336 |  852
 2018 | Major League Soccer               | Mexican Liga BBVA MX              |   6 |   2 |   6 |   14
 2018 | Major League Soccer               | Paraguayan Primera Division       |   1 |   0 |   0 |    1
 2018 | Major League Soccer               | USL Championship                  |   7 |   5 |  15 |   27
 2018 | Malaysian Super League            | Malaysian Super League            |   3 |   6 |   3 |   12
 2018 | Mexican Liga BBVA MX              | English Premier League            |   0 |   1 |   0 |    1
 2018 | Mexican Liga BBVA MX              | Japanese J1 League                |   0 |   0 |   1 |    1
 2018 | Mexican Liga BBVA MX              | Major League Soccer               |   6 |   2 |   6 |   14
 2018 | Mexican Liga BBVA MX              | Mexican Liga BBVA MX              | 276 | 206 | 276 |  758
 2018 | Northern Irish Premiership        | Northern Irish Premiership        | 103 |  52 | 103 |  258
 2018 | Northern Irish Premiership        | Welsh Premier League              |   0 |   0 |   1 |    1
 2018 | Paraguayan Primera Division       | Argentine Superliga               |   1 |   1 |   2 |    4
 2018 | Paraguayan Primera Division       | Bolivian Liga Profesional         |   2 |   0 |   0 |    2
 2018 | Paraguayan Primera Division       | Brazilian Serie A                 |   2 |   1 |   3 |    6
 2018 | Paraguayan Primera Division       | Colombian Primera A               |   2 |   2 |   4 |    8
 2018 | Paraguayan Primera Division       | Ecuadoran Primera A               |  13 |   4 |   5 |   22
 2018 | Paraguayan Primera Division       | Major League Soccer               |   0 |   0 |   1 |    1
 2018 | Paraguayan Primera Division       | Paraguayan Primera Division       | 102 |  84 | 102 |  288
 2018 | Paraguayan Primera Division       | Uruguayan Primera Division        |   4 |   2 |   2 |    8
 2018 | Paraguayan Primera Division       | Venezuelan Primera Profesional    |   3 |   0 |   1 |    4
 2018 | Peruvian Primera Profesional      | Argentine Superliga               |   1 |   1 |   2 |    4
 2018 | Peruvian Primera Profesional      | Bolivian Liga Profesional         |   1 |   0 |   1 |    2
 2018 | Peruvian Primera Profesional      | Brazilian Serie A                 |   0 |   0 |   2 |    2
 2018 | Peruvian Primera Profesional      | Chilean Primera Division          |   1 |   1 |   0 |    2
 2018 | Peruvian Primera Profesional      | Colombian Primera A               |   0 |   0 |   2 |    2
 2018 | Peruvian Primera Profesional      | Peruvian Primera Profesional      |  89 |  98 |  89 |  276
 2018 | Peruvian Primera Profesional      | Uruguayan Primera Division        |   1 |   0 |   1 |    2
 2018 | Peruvian Primera Profesional      | Venezuelan Primera Profesional    |   0 |   0 |   2 |    2
 2018 | Portuguese Liga                   | Brazilian Serie A                 |   0 |   0 |   2 |    2
 2018 | Portuguese Liga                   | Dutch Eredivisie                  |   0 |   1 |   1 |    2
 2018 | Portuguese Liga                   | English Premier League            |   1 |   2 |   3 |    6
 2018 | Portuguese Liga                   | French Ligue 1                    |   0 |   0 |   1 |    1
 2018 | Portuguese Liga                   | German Bundesliga                 |   2 |   2 |   3 |    7
 2018 | Portuguese Liga                   | Italian Serie A                   |   1 |   1 |   1 |    3
 2018 | Portuguese Liga                   | Portuguese Liga                   | 148 |  68 | 148 |  364
 2018 | Portuguese Liga                   | Russian Premier League            |   2 |   0 |   0 |    2
 2018 | Portuguese Liga                   | Spanish Primera División          |   1 |   1 |   1 |    3
 2018 | Portuguese Liga                   | Turkish Super Lig                 |   4 |   2 |   0 |    6
 2018 | Russian Premier League            | Austrian Bundesliga               |   0 |   0 |   2 |    2
 2018 | Russian Premier League            | French Ligue 1                    |   1 |   1 |   0 |    2
 2018 | Russian Premier League            | German Bundesliga                 |   0 |   2 |   2 |    4
 2018 | Russian Premier League            | Italian Serie A                   |   0 |   1 |   2 |    3
 2018 | Russian Premier League            | Portuguese Liga                   |   0 |   0 |   2 |    2
 2018 | Russian Premier League            | Russian Premier League            |  75 |  70 |  75 |  220
 2018 | Russian Premier League            | Scottish Premiership              |   1 |   1 |   0 |    2
 2018 | Russian Premier League            | Spanish Primera División          |   3 |   2 |   5 |   10
 2018 | Russian Premier League            | Turkish Super Lig                 |   4 |   0 |   3 |    7
 2018 | Scottish Premiership              | Austrian Bundesliga               |   1 |   0 |   3 |    4
 2018 | Scottish Premiership              | Brazilian Serie A                 |   2 |   0 |   0 |    2
 2018 | Scottish Premiership              | English League Championship       |   1 |   0 |   0 |    1
 2018 | Scottish Premiership              | English Premier League            |   0 |   1 |   1 |    2
 2018 | Scottish Premiership              | German Bundesliga                 |   1 |   0 |   1 |    2
 2018 | Scottish Premiership              | Irish Premier Division            |   0 |   0 |   1 |    1
 2018 | Scottish Premiership              | Russian Premier League            |   0 |   1 |   1 |    2
 2018 | Scottish Premiership              | Scottish Premiership              | 197 | 104 | 197 |  498
 2018 | Scottish Premiership              | Spanish Primera División          |   0 |   2 |   2 |    4
 2018 | Singaporean Premier League        | Singaporean Premier League        |  37 |  16 |  37 |   90
 2018 | Spanish Primera División          | Argentine Superliga               |   1 |   0 |   0 |    1
 2018 | Spanish Primera División          | Austrian Bundesliga               |   1 |   1 |   0 |    2
 2018 | Spanish Primera División          | Dutch Eredivisie                  |   3 |   0 |   3 |    6
 2018 | Spanish Primera División          | English League Championship       |   1 |   0 |   0 |    1
 2018 | Spanish Primera División          | English Premier League            |  11 |   7 |   6 |   24
 2018 | Spanish Primera División          | French Ligue 1                    |   4 |   4 |   2 |   10
 2018 | Spanish Primera División          | German Bundesliga                 |   3 |   1 |   4 |    8
 2018 | Spanish Primera División          | Italian Serie A                   |  11 |   2 |   6 |   19
 2018 | Spanish Primera División          | Japanese J1 League                |   1 |   0 |   0 |    1
 2018 | Spanish Primera División          | Portuguese Liga                   |   1 |   1 |   1 |    3
 2018 | Spanish Primera División          | Russian Premier League            |   5 |   2 |   3 |   10
 2018 | Spanish Primera División          | Scottish Premiership              |   2 |   2 |   0 |    4
 2018 | Spanish Primera División          | Spanish Primera División          | 268 | 218 | 268 |  754
 2018 | Spanish Primera División          | Swiss Super League                |   1 |   1 |   0 |    2
 2018 | Spanish Primera División          | Turkish Super Lig                 |   1 |   0 |   0 |    1
 2018 | Spanish Primera División          | USL Championship                  |   1 |   0 |   0 |    1
 2018 | Swedish Allsvenskanliga           | English Premier League            |   0 |   0 |   2 |    2
 2018 | Swedish Allsvenskanliga           | German Bundesliga                 |   0 |   1 |   1 |    2
 2018 | Swedish Allsvenskanliga           | Irish Premier Division            |   1 |   1 |   0 |    2
 2018 | Swedish Allsvenskanliga           | Swedish Allsvenskanliga           | 163 |  94 | 163 |  420
 2018 | Swedish Allsvenskanliga           | Turkish Super Lig                 |   2 |   0 |   0 |    2
 2018 | Swiss Super League                | Dutch Eredivisie                  |   3 |   1 |   2 |    6
 2018 | Swiss Super League                | English Premier League            |   0 |   2 |   4 |    6
 2018 | Swiss Super League                | German Bundesliga                 |   1 |   0 |   1 |    2
 2018 | Swiss Super League                | Italian Serie A                   |   2 |   0 |   4 |    6
 2018 | Swiss Super League                | Spanish Primera División          |   0 |   1 |   1 |    2
 2018 | Swiss Super League                | Swiss Super League                | 135 |  90 | 135 |  360
 2018 | Thai Premier League               | Japanese J1 League                |   1 |   1 |   0 |    2
 2018 | Thai Premier League               | Thai Premier League               |  35 |  14 |  35 |   84
 2018 | Turkish Super Lig                 | Austrian Bundesliga               |   1 |   0 |   1 |    2
 2018 | Turkish Super Lig                 | Dutch Eredivisie                  |   1 |   2 |   1 |    4
 2018 | Turkish Super Lig                 | English League Championship       |   0 |   1 |   0 |    1
 2018 | Turkish Super Lig                 | English Premier League            |   1 |   1 |   1 |    3
 2018 | Turkish Super Lig                 | German Bundesliga                 |   0 |   1 |   1 |    2
 2018 | Turkish Super Lig                 | Italian Serie A                   |   1 |   1 |   0 |    2
 2018 | Turkish Super Lig                 | Portuguese Liga                   |   0 |   2 |   4 |    6
 2018 | Turkish Super Lig                 | Russian Premier League            |   3 |   0 |   4 |    7
 2018 | Turkish Super Lig                 | Spanish Primera División          |   0 |   0 |   1 |    1
 2018 | Turkish Super Lig                 | Swedish Allsvenskanliga           |   0 |   0 |   2 |    2
 2018 | Turkish Super Lig                 | Turkish Super Lig                 | 147 | 126 | 147 |  420
 2018 | United States NWSL Women's League | French Ligue 1                    |   2 |   0 |   0 |    2
 2018 | United States NWSL Women's League | United States NWSL Women's League |  48 |  36 |  48 |  136
 2018 | Uruguayan Primera Division        | Argentine Superliga               |   4 |   2 |   4 |   10
 2018 | Uruguayan Primera Division        | Bolivian Liga Profesional         |   1 |   0 |   1 |    2
 2018 | Uruguayan Primera Division        | Brazilian Serie A                 |   3 |   3 |   8 |   14
 2018 | Uruguayan Primera Division        | Colombian Primera A               |   2 |   1 |   3 |    6
 2018 | Uruguayan Primera Division        | Paraguayan Primera Division       |   2 |   2 |   4 |    8
 2018 | Uruguayan Primera Division        | Peruvian Primera Profesional      |   1 |   0 |   1 |    2
 2018 | Uruguayan Primera Division        | Uruguayan Primera Division        | 169 | 170 | 169 |  508
 2018 | Uruguayan Primera Division        | Venezuelan Primera Profesional    |   1 |   0 |   1 |    2
 2018 | USL Championship                  | Major League Soccer               |  15 |   5 |   7 |   27
 2018 | USL Championship                  | Spanish Primera División          |   0 |   0 |   1 |    1
 2018 | USL Championship                  | USL Championship                  | 314 | 210 | 314 |  838
 2018 | Venezuelan Primera Profesional    | Argentine Superliga               |   0 |   0 |   2 |    2
 2018 | Venezuelan Primera Profesional    | Brazilian Serie A                 |   0 |   0 |   4 |    4
 2018 | Venezuelan Primera Profesional    | Chilean Primera Division          |   1 |   1 |   2 |    4
 2018 | Venezuelan Primera Profesional    | Colombian Primera A               |   0 |   1 |   1 |    2
 2018 | Venezuelan Primera Profesional    | Ecuadoran Primera A               |   0 |   2 |   0 |    2
 2018 | Venezuelan Primera Profesional    | Paraguayan Primera Division       |   1 |   0 |   3 |    4
 2018 | Venezuelan Primera Profesional    | Peruvian Primera Profesional      |   2 |   0 |   0 |    2
 2018 | Venezuelan Primera Profesional    | Uruguayan Primera Division        |   1 |   0 |   1 |    2
 2018 | Venezuelan Primera Profesional    | Venezuelan Primera Profesional    |  82 |  76 |  82 |  240
 2018 | Welsh Premier League              | Northern Irish Premiership        |   1 |   0 |   0 |    1
 2018 | Welsh Premier League              | Welsh Premier League              |  85 |  38 |  85 |  208
 2019 | Argentine Superliga               | Argentine Superliga               | 180 | 152 | 180 |  602
 2019 | Argentine Superliga               | Bolivian Liga Profesional         |   1 |   1 |   0 |    2
 2019 | Argentine Superliga               | Brazilian Serie A                 |   7 |   9 |  11 |   27
 2019 | Argentine Superliga               | Chilean Primera Division          |   2 |   4 |   2 |    8
 2019 | Argentine Superliga               | Colombian Primera A               |   3 |   3 |  10 |   16
 2019 | Argentine Superliga               | Ecuadoran Primera A               |   4 |   2 |   5 |   11
 2019 | Argentine Superliga               | Paraguayan Primera Division       |   2 |   3 |   3 |    8
 2019 | Argentine Superliga               | Peruvian Primera Profesional      |   5 |   3 |   0 |    8
 2019 | Argentine Superliga               | Uruguayan Primera Division        |   1 |   1 |   0 |    2
 2019 | Argentine Superliga               | Venezuelan Primera Profesional    |   2 |   0 |   2 |    4
 2019 | Australian A-League               | Australian A-League               |  60 |  24 |  60 |  234
 2019 | Australian A-League               | English League Championship       |   0 |   0 |   1 |    1
 2019 | Australian A-League               | English Premier League            |   0 |   0 |   1 |    1
 2019 | Australian A-League               | French Ligue 1                    |   0 |   0 |   1 |    1
 2019 | Australian A-League               | Japanese J1 League                |   0 |   0 |   4 |    4
 2019 | Austrian Bundesliga               | Austrian Bundesliga               |  34 |  20 |  34 |  112
 2019 | Austrian Bundesliga               | Belgian First Division A          |   2 |   0 |   2 |    4
 2019 | Austrian Bundesliga               | Dutch Eredivisie                  |   2 |   1 |   0 |    5
 2019 | Austrian Bundesliga               | English Premier League            |   0 |   0 |   4 |    4
 2019 | Austrian Bundesliga               | German Bundesliga                 |   0 |   0 |   0 |    2
 2019 | Austrian Bundesliga               | Italian Serie A                   |   0 |   1 |   1 |    2
 2019 | Austrian Bundesliga               | Portuguese Liga                   |   1 |   0 |   1 |    2
 2019 | Austrian Bundesliga               | Spanish Primera División          |   0 |   0 |   1 |    1
 2019 | Austrian Bundesliga               | Swiss Super League                |   2 |   0 |   0 |    2
 2019 | Belgian First Division A          | Austrian Bundesliga               |   2 |   0 |   2 |    4
 2019 | Belgian First Division A          | Belgian First Division A          | 103 |  52 | 103 |  312
 2019 | Belgian First Division A          | Dutch Eredivisie                  |   0 |   0 |   1 |    1
 2019 | Belgian First Division A          | English Premier League            |   0 |   1 |   3 |    6
 2019 | Belgian First Division A          | French Ligue 1                    |   1 |   1 |   2 |    4
 2019 | Belgian First Division A          | German Bundesliga                 |   2 |   1 |   1 |    4
 2019 | Belgian First Division A          | Italian Serie A                   |   0 |   1 |   1 |    4
 2019 | Belgian First Division A          | Portuguese Liga                   |   1 |   1 |   0 |    2
 2019 | Belgian First Division A          | Spanish Primera División          |   0 |   1 |   1 |    2
 2019 | Belgian First Division A          | Turkish Super Lig                 |   0 |   2 |   0 |    2
 2019 | Bolivian Liga Profesional         | Argentine Superliga               |   0 |   1 |   1 |    2
 2019 | Bolivian Liga Profesional         | Bolivian Liga Profesional         | 175 |  90 | 175 |  440
 2019 | Bolivian Liga Profesional         | Brazilian Serie A                 |   1 |   0 |   3 |    4
 2019 | Bolivian Liga Profesional         | Colombian Primera A               |   0 |   1 |   1 |    2
 2019 | Bolivian Liga Profesional         | Ecuadoran Primera A               |   0 |   1 |   3 |    4
 2019 | Bolivian Liga Profesional         | Paraguayan Primera Division       |   0 |   1 |   1 |    2
 2019 | Bolivian Liga Profesional         | Uruguayan Primera Division        |   2 |   0 |   2 |    4
 2019 | Bolivian Liga Profesional         | Venezuelan Primera Profesional    |   1 |   0 |   1 |    2
 2019 | Brazilian Serie A                 | Argentine Superliga               |  11 |   9 |   7 |   27
 2019 | Brazilian Serie A                 | Bolivian Liga Profesional         |   3 |   0 |   1 |    4
 2019 | Brazilian Serie A                 | Brazilian Serie A                 | 335 | 252 | 335 |  926
 2019 | Brazilian Serie A                 | Chilean Primera Division          |   5 |   3 |   2 |   10
 2019 | Brazilian Serie A                 | Colombian Primera A               |   4 |   0 |   2 |    6
 2019 | Brazilian Serie A                 | Dutch Eredivisie                  |   0 |   1 |   1 |    2
 2019 | Brazilian Serie A                 | Ecuadoran Primera A               |   3 |   1 |   4 |    8
 2019 | Brazilian Serie A                 | English Premier League            |   0 |   0 |   1 |    1
 2019 | Brazilian Serie A                 | German Bundesliga                 |   1 |   0 |   1 |    2
 2019 | Brazilian Serie A                 | Paraguayan Primera Division       |   5 |   0 |   3 |    8
 2019 | Brazilian Serie A                 | Peruvian Primera Profesional      |   4 |   0 |   0 |    4
 2019 | Brazilian Serie A                 | Portuguese Liga                   |   2 |   0 |   1 |    5
 2019 | Brazilian Serie A                 | Uruguayan Primera Division        |   8 |   6 |   4 |   18
 2019 | Brazilian Serie A                 | Venezuelan Primera Profesional    |   2 |   0 |   0 |    2
 2019 | Chilean Primera Division          | Argentine Superliga               |   2 |   4 |   2 |    8
 2019 | Chilean Primera Division          | Brazilian Serie A                 |   2 |   3 |   5 |   10
 2019 | Chilean Primera Division          | Chilean Primera Division          | 134 | 182 | 134 |  456
 2019 | Chilean Primera Division          | Ecuadoran Primera A               |   2 |   0 |   2 |    4
 2019 | Chilean Primera Division          | Paraguayan Primera Division       |   0 |   2 |   2 |    4
 2019 | Chilean Primera Division          | Peruvian Primera Profesional      |   3 |   1 |   4 |    8
 2019 | Chilean Primera Division          | Venezuelan Primera Profesional    |   0 |   0 |   2 |    2
 2019 | Chinese Super League              | Chinese Super League              |  23 |  14 |  23 |   60
 2019 | Chinese Super League              | Japanese J1 League                |   0 |   2 |   2 |    4
 2019 | Chinese Super League              | Major League Soccer               |   0 |   1 |   0 |    1
 2019 | Chinese Super League              | Thai Premier League               |   2 |   0 |   0 |    2
 2019 | Colombian Primera A               | Argentine Superliga               |  10 |   3 |   3 |   16
 2019 | Colombian Primera A               | Bolivian Liga Profesional         |   1 |   1 |   0 |    2
 2019 | Colombian Primera A               | Brazilian Serie A                 |   2 |   0 |   4 |    6
 2019 | Colombian Primera A               | Colombian Primera A               |  78 |  60 |  78 |  216
 2019 | Colombian Primera A               | Mexican Liga BBVA MX              |   0 |   1 |   0 |    1
 2019 | Colombian Primera A               | Paraguayan Primera Division       |   2 |   0 |   2 |    4
 2019 | Colombian Primera A               | Peruvian Primera Profesional      |   0 |   0 |   2 |    2
 2019 | Colombian Primera A               | Uruguayan Primera Division        |   0 |   2 |   1 |    3
 2019 | Danish SAS-Ligaen                 | Danish SAS-Ligaen                 |  72 |  24 |  72 |  220
 2019 | Danish SAS-Ligaen                 | Dutch Eredivisie                  |   0 |   1 |   0 |    1
 2019 | Danish SAS-Ligaen                 | Portuguese Liga                   |   0 |   0 |   2 |    2
 2019 | Danish SAS-Ligaen                 | Scottish Premiership              |   0 |   0 |   2 |    4
 2019 | Danish SAS-Ligaen                 | Swedish Allsvenskanliga           |   0 |   1 |   1 |    2
 2019 | Danish SAS-Ligaen                 | Swiss Super League                |   2 |   0 |   0 |    2
 2019 | Danish SAS-Ligaen                 | Welsh Premier League              |   2 |   0 |   0 |    2
 2019 | Dutch Eredivisie                  | Austrian Bundesliga               |   0 |   1 |   2 |    5
 2019 | Dutch Eredivisie                  | Belgian First Division A          |   1 |   0 |   0 |    1
 2019 | Dutch Eredivisie                  | Brazilian Serie A                 |   1 |   1 |   0 |    2
 2019 | Dutch Eredivisie                  | Danish SAS-Ligaen                 |   0 |   1 |   0 |    1
 2019 | Dutch Eredivisie                  | Dutch Eredivisie                  | 163 |  86 | 163 |  634
 2019 | Dutch Eredivisie                  | English Premier League            |   1 |   2 |   3 |    6
